TYP_LICZNIKA;NUMER_LICZNIKA;DATA_STANOW;7-1:3.0.0; 7-1:3.2.0
LWR_gas;PPPG - OT 1-2 - KOTŁOWNIA;2021-01-01 00:00;1261,15;7584,55
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
